ID;ID_ac;Type.x;X..AC;X..E;X..A;X..O;Economic.Issues;Seats.Economic.Issues;Rights;Seats.Rights;Health;Seats.Health;Agriculture;Seats.Agriculture;Labour;Seats.Labour;Education;Seats.Education;Environment;Seats.Environment;Energy;Seats.Energy;Immigration;Seats.Immigration;Transportation;Seats.Transportation;Justice.and.crime;Seats.Justice.and.crime;Social.Policy;Seats.Social.Policy;Housing;Seats.Housing;Commerce.and.banking;Seats.Commerce.and.banking;Defence;Seats.Defence;Research;Seats.Research;Foreign.Trade;Seats.Foreign.Trade;Foreign.Affairs;Seats.Foreign.Affairs;Governmental.Issues;Seats.Governmental.Issues;Public.lands;Seats.Public.lands;Culture;Seats.Culture;PLA.Flanders;PLA.French.Community;PLA.Wallonia;PLA.Brussels;PLA.Federal;PLA.German;Founded.by.Flanders;Founded.by.French.Community;Founded.by.Wallonia;Founded.by.Brussels;Founded.by.Federal;Founded.by.German;PLM1flanders;PLM1wallonia;PLM1brussels;PLM1national;PLM1european;OS1;OSM1;OS2;OSM2;OS3;OSM3;Cause;Identity;YoF;PI;MS;ISIC11;ISIC21;SS1;SS2;respid;Type.y;interview_start;interview_end;q01;q02;q19_02;q19_03;q19_04;q19_05;q19_06;q19_07;q19_08;q19_09;q19_10;q19_11;q19_01;q20_02;q20_03;q20_04;q20_05;q20_06;q20_07;q20_08;q20_09;q20_10;q20_11;q20_01;q03;q04_05;q04_02;q04_08;q04_07;q04_052;q04_022;q04_082;q04_072;q73b_01;q73b_02;q73b_03;q73b_04;q73b_05;q73b_06;q73b_07;q5_01;q5_02;q5_03;q5_04;q5_05;q5_06;q06;q07;q70;q08;q09_01;q09_02;q09_03;q09_04;q09b_07;q09_05;q09_06;q58;q59;q60_01;q60_02;q60_03;q61_11;q61_12;q61_13;q61_21;q61_22;q61_23;q61_31;q61_32;q61_33;q62_01;q62_02;q62_03;q63_01;q63_02;q63_03;q63_04;q63_05;q10_01;q10_02;q10_03;q10_04;q10_05;q10_07;q10_06;q10_08;q57;q11_01;q11_02;q11_03;q11_04;q11_05;q11_06;q11_07;q11_08;q12_01;q12_02;q12_03;q12_04;q12_05;q12_06;q12_07;q12_08;q12_09;q12_10;q13_01;q13_02;q13_03;q13_04;q13_05;q13_06;q13_07;q13_08;q13_09;q13_10;q15_01;q15_02;q15_03;q15_04;q15_05;q15_06;q15_07;q16_01;q16_02;q16_03;q16_04;q16_05;q16_06;q16_07;q16_08;q16_09;q16_10;q16_11;q16_12;q16_13;q16_14;q16_15;q16_16;q16_17;q16_18;q16_19;q16_20;q16_21;q16_22;q16b_23;q16b_24;q17_01;q17_02;q17_03;q17_04;q17_05;q17_06;q17_07;q17_08;q17_09;q17_10;q17_11;q17_12;q17_13;q17_14;q17_15;q17_16;q17_17;q17_18;q17_19;q17_20;q17_21;q17_22;q17b_23;q18;q21_01;q21_02;q21_03;q21_04;q22_01;q22_02;q22_03;q22_04;q22_05;q22_07;q22_06;q22_08;q22_09;q22_10;q23;q24_01;q24_02;q24_03;q24_04;q25;q26_03;q26_05;q26_01;q26_02;q26_06;q26_07;q26_04;q26_b08;q27;q28_01;q28_02;q28b_11;q28_03;q28_04;q28_05;q28_06;q28_07;q28_08;q28_09;q28_10;q28b_12;q28b_13;q29_01;q29b_16;q29_03;q29_02;q29_04;q29_05;q29_06;q29_07;q29_08;q29_09;q29_10;q29_11;q29b_17;q29_12;q29_13;q29_14;q29_15;q69_01;q69_02;q69_03;q69_04;q69_05;q69_06;q69_07;q69_08;q69_09;q69_10;q69_11;q30_01;q30_02;q30_03;q30_04;q30_05;q67b_01;q67b_02;q67b_03;q67b_04;q67b_05;q100b_01;q100b_02;q100b_03;q100b_04;q100b_05;q100b_06;q101b_01;q101b_02;q101b_03;q101b_04;q101b_05;q101b_06;q102b_01;q102b_02;q102b_03;q102b_04;q102b_05;q102b_06;q103b_01;q103b_02;q103b_03;q103b_04;q103b_05;q103b_06;q104b_01;q104b_02;q104b_03;q104b_04;q104b_05;q104b_06;q33_01;q33_04;q33b_07;q33b_08;q33_06;q33_05;q33_03;q33_02;q32b_01;q32b_02;q32b_03;q32b_04;q32b_05;q32b_06;q32b_07;q32b_08;q32b_09;q32b_10;q32b_11;q34_01;q34_02;q34_03;q34_04;q34_05;q34_06;q34_07;q34_08;q34_09;q34_10;q34_11;q35_01;q35_02;q35_03;q35_04;q35_05;q36;q37;q71;q64;q72;q66;q38_01;q38_02;q38_03;q38_04;q38_05;q39_01;q39_02;q40_01;q40_02;q31_01;q31_02;q31_03;q31_04;q31_05;q31_06;q31_07;q31_08;q41;q42;q43_1;q43_2;q43_3;q44_1;q44_2;q74;q45;q46;q47_01;q47_02;q47_03;q47_04;q47_05;q47_06;q47_07;q47_08;q47_09;q47_10;q47_11;q47_12;q48_01;q48b_09;q48_02;q48_03;q48_04;q48_05;q48_06;q48_07;q48b_10;q48_08;q48b_11;q48b_12;q49;q50;q51;q51b_1;q52;q52b_1;q53;q54;q55;q56;PrimaryFirst
1;98;interestgroup;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;24;NA;26;NA;NA;NA;0;0;2010;1;4;8690;;22;NA;182;5;3/04/2016; ;1;2007;0;1;0;0;1;0;0;0;1;0;0;-9999;2;-9999;-9999;2;-9999;-9999;-9999;2;-9999;-9999;1;3;1;2;-9998;3;1;2;1;0;0;0;0;0;1;0;4;3;4;4;3;3;7;2;6;1;20;20;10;0;0;0;50;2;-9999; ; ; ;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;1;0;0;1;0;1;0;0;-9999;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998; ;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9999;-9998;-9998;-9998;-9998;-9999;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998; ;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998; ;-9999;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998; ;-9998;-9998;-9998; ;-9999; ;-9998;-9999;-9998;-9999;1
2;638;interestgroup;52;105;57;2;20;78;4;9;10;20;3;3;9;29;2;9;5;13;2;6;0;0;5;9;1;1;6;25;3;9;2;5;0;0;3;6;1;1;0;0;5;8;0;0;1;4;4;2;3;10;35;1;4;1;3;9;35;0;0;0;0;1;0;22;1500000;NA;NA;NA;NA;0;0;1889;6;4;6666;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;38;interestgroup;112;266;153;3;35;175;6;18;17;46;5;10;21;91;11;36;14;32;4;19;3;25;15;57;0;0;23;110;4;13;3;9;1;5;9;21;3;9;1;10;7;14;1;5;3;7;25;14;28;16;31;2;25;12;28;15;31;1;0;0;0;1;0;22;1635000;NA;NA;NA;NA;0;0;1912;6;4;6666;;21;NA;96;3;2/26/2016;2/26/2016;-9998;1885;1;1;0;1;1;1;0;1;1;0;1;2;2;-9999;1;2;2;-9999;2;2;-9999;2;1;8;1;1;1;8;1;1;1;0;0;0;0;0;1;0;5;4;5;5;5;4;5;4;2;9;100;0;0;0;0;0;0;1;5;ETUC;ILO;EESC;1;1;1;1;1;1;1;1;0;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;4;2;2;6;2;2;2;3;1;2;2;4;1;2;3;4;3;3;1;1;2;2;1;2;3;3;3;1;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;0; ;2;2;2;-9999;2;2;2;2;2;2;-9999;2;2;-9999;-9999;2;2;2;2;2;2;2;-9999;2;150;0;0;0;1;1;0;0;1;1;1;1;0;0;2;1;0;0;0;1;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;2;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998; ;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;4;5;5;5;4;5;5;20;20;20;20;20;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;1;5;5;5;-9998;1;5;2;5;1;5;5;2;5;1;5;1;5;5;5;5;1;1;2;3;3;2;3;1;1;1;1;1;100;0;5;5;5;5;5;5;5;5;5;5;2;7;2;3;3;1;2;2;9;10;0;1;0;1;0;0;0;0;1;0; ;2;0;0;0;0;0;0;0;1;0;0;0; ;1957;2;4; ;2; ;10;10;10;5;1
8;43;interestgroup;103;135;65;1;33;70;4;9;16;28;4;7;21;38;6;13;10;18;4;9;2;4;15;30;1;1;22;40;5;10;3;6;1;2;7;11;2;5;1;2;6;8;2;5;1;4;30;8;14;19;34;2;30;7;14;17;34;1;0;0;0;1;0;22;293952;NA;NA;NA;NA;0;0;1920;6;4;6666;;NA;NA;2773;3;3/24/2016; ;2;1891;1;1;1;1;1;0;1;0;1;0;1;2;2;1;1;2;-9999;2;-9999;2;-9999;2;1;7;-9998;-9998;-9998;7;1;1;1;0;0;0;0;0;1;0;5;-9998;4;4;-9998;4;6;3;1;8;0;0;0;0;0;0;0;-9998;-9998; ; ; ;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9999;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998; ;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9999;-9998;-9998;-9998;-9998;-9999;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998; ;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998; ;-9999;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998; ;-9998;-9998;-9998; ;-9999; ;-9998;-9999;-9998;-9999;1
9;382;interestgroup;9;7;5;0;0;0;0;0;2;3;2;2;0;0;0;0;5;7;1;1;0;0;0;0;0;0;2;3;2;4;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;0;8;0;0;0;1;0;1;0;0;0;0;26;NA;NA;NA;NA;NA;0;1;1891;3;4;;;34;NA;2867;4;3/22/2016; ;1;2014;1;1;0;1;1;1;0;1;1;1;1;2;2;-9999;1;1;1;-9999;2;2;2;1;1;8;3;3;3;8;3;3;3;0;0;1;1;0;0;0;5;5;5;5;5;5;4;3;3;6;50;0;0;0;10;10;30;1;2;EZA;EUDCW; ;1;1;1;1;0;1;-9998;-9998;-9998;3;2;-9998;2;4;2;4;1;1;1;1;1;1;1;0;1;2;2;5;3;2;3;3;6;3;3;2;1;1;1;1;3;1;3;2;3;2;2;1;1;2;3;1;3;3;1;0;1;1;1;0;1;0;0;0;0;1;1;1;1;1;0;0;1;1;1;0;0;0;1;1;0;1;1;0; ;-9999;-9999;-9999;-9999;2;2;2;2;2;-9999;-9999;2;2;2;-9999;-9999;-9999;2;2;-9999;2;2;-9999;3;100;20;0;5000;0;1;0;1;1;0;1;0;0;0;2;1;1;0;0;1;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;2;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998; ;4;3;4;3;4;4;5;5;5;5;4;3;4;3;5;5;5;4;5;3;5;5;4;5;4;5;5;5;25;30;30;15;0;0;0;1;1;0;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;4;4;4;4;4;4;4;4;4;4;4;4;-9998;-9998;-9998;-9998;-9998;-9998;4;4;4;4;4;4;4;4;5;3;3;3;2;1;2;2;2;2;2;4;2;4;3;4;4;2;4;2;3;2;3;4;4;4;4;3;-9999;-9999;-9999;-9999;-9999;1;1;1;1;1;0;0;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998; ;-9999;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998; ;-9998;-9998;-9998; ;-9999; ;-9998;-9999;-9998;-9999;1
10;1167;interestgroup;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;24;1980;NA;NA;NA;NA;0;0;1998;3;4;799;;60;NA;3264;5;3/22/2016;3/22/2016;2;2012;1;1;0;0;0;0;0;0;0;0;0;2;1;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;1;5;1;1;2;5;1;1;2;1;1;1;0;0;0;0;2;4;4;4;2;4;6;2;2;1;84;1;0;0;15;0;0;1;1;EPF European Passengers Federation; ; ;1;1;0;-9998;-9998;-9998;-9998;-9998;-9998;2;-9998;-9998;2;4;2;1;2;1;0;1;1;1;1;0;0;-9999;3;5;2;2;5;1;7;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0; ;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;2;-9999;-9999;-9999;1;0;0;0;0;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9999;-9998;-9998;-9998;-9998;-9999;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;1;1;1;1;1;1;1;0;0;1;0;0;0; ;1;1;4;1;3;3;1;4;1;1;1;3;1;3;1;1;1;1;2;1;3;1;4;1;1;4;1;1;0;15;85;0;0;1;0;0;0;0;2;1;2;4;2;2;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;4;2;1;4;1;4;2;2;1;1;1;1;1;-9998;1;1;1;1;1;4;2;5;2;5;3;2;4;1;2;2;1;4;4;2;1;2;-9999;-9999;-9999;-9999;-9999;2;5;5;5;5;100;0;3;3;1;1;1;1;1;1;1;1;3;1;5;1;1;5;5;1;3;4;0;1;1;0;0;0;0;0;0;0; ;3;0;0;0;0;0;0;0;0;0;0;1;Bénévole dans l'association en parallèle à un emploi rémunéré dans le privé;1975;2;3; ;4; ;9;6;7;8;1
11;202;interestgroup;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;21;800;NA;NA;NA;NA;0;0;1999;6;4;51;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
13;1360;interestgroup;1;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;10;166;NA;NA;NA;NA;0;0;1927;5;4;3211;4773;NA;NA;1417;1;2/25/2016;2/25/2016;1;1927;1;0;0;0;0;0;0;0;0;0;0;2;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;1;3;4;1;1;3;4;1;1;0;0;1;1;0;0;0;5;3;4;4;4;4;5;1;2;4;100;0;0;0;0;0;0;1;2;ECDM;IDMA; ;1;1;0;1;1;0;-9998;-9998;-9998;4;3;-9998;4;3;1;4;2;1;1;1;1;1;1;1;0;-9999;3;5;2;4;4;4;3;3;4;2;2;1;1;2;3;2;4;4;4;2;2;1;1;3;4;2;4;4;0;0;0;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0; ;-9999;-9999;-9999;-9999;-9999;1;-9999;1;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;1;-9999;-9999;-9999;-9999;1;-9999;2;2;0;0;5;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;3;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;2;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998; ;4;1;3;4;1;4;1;1;1;4;3;5;4;3;1;2;1;1;4;4;4;1;5;1;1;3;3;3;10;10;18;2;60;0;0;0;1;0;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;-9998;2;2;3;3;3;2;-9998;-9998;-9998;-9998;-9998;-9998;2;2;2;2;2;4;3;3;2;2;2;1;2;1;1;1;2;1;1;3;3;3;1;2;1;1;3;1;2;1;1;1;2;3;1;2;-9999;-9999;-9999;-9999;-9999;2;2;3;5;4;20;80;3;2;2;2;2;1;2;2;1;1;3;1;5;2;2;4;4;1;2;21;0;1;1;1;1;1;1;0;0;0; ;6;0;0;0;0;1;0;0;0;0;0;0; ;1954;1;4; ;4; ;6;6;1;5;1
